Time,Velocity,GForce,Acceleration,Thrust,TWR,Mass,AltitudeFromTerrain,AltitudeFromSea,DownrangeDistance,Latitude,Longitude,Apoapsis,Periapsis,Inclination,OrbitalVelocity,TargetDistance,TargetVelocity,StageDeltaV,VesselDeltaV,Pressure,
595,1079,4.64,41.37,397.84,3.97,10.22,13632.73,-113.78,685.82,0.08,-9.07,20164,0,3.29,1252,11390068,719.44,113,2404,8.78,
596,1038,4.71,41.84,397.71,3.97,10.22,13341.59,-256.53,686.81,0.09,-8.97,18973,0,3.36,1210,11390227,677.66,113,2396,9.3,
597,998,4.32,38.3,397.61,3.97,10.22,13067.51,-293.51,687.77,0.09,-8.88,17983,0,3.45,1171,11390376,638.55,112,2389,9.81,
598,960,4.24,37.54,397.49,3.97,10.22,12803.28,-283.12,688.71,0.1,-8.79,17112,0,3.45,1133,11390519,600.3,111,2381,10.33,
599,924,4.08,36.08,397.36,3.97,10.21,12558.56,-234.72,689.59,0.11,-8.71,16335,0,3.46,1097,11390650,563.7,111,2373,10.84,
600,890,3.86,34.05,397.24,3.97,10.21,12331.38,-208.87,690.43,0.11,-8.63,15685,0,3.51,1063,11390772,530.02,110,2366,11.34,
601,856,3.81,33.49,397.12,3.96,10.21,12111.26,-218.32,691.26,0.12,-8.55,15085,0,3.51,1030,11390889,496.52,109,2358,11.84,
602,824,3.6,31.58,397,3.96,10.21,11902.31,-267.04,692.05,0.12,-8.47,14552,0,3.46,998,11391001,464.34,109,2350,12.33,
603,793,3.41,29.87,396.88,3.96,10.21,11699.26,-295.61,692.84,0.13,-8.4,14083,0,3.45,967,11391109,433.66,108,2343,12.84,
604,764,3.37,29.39,396.78,3.96,10.2,11512.92,-245.98,693.56,0.13,-8.33,13664,0,3.43,938,11391208,404.88,107,2337,13.31,
605,736,3.19,27.83,396.67,3.96,10.2,11331.16,-233.77,694.27,0.14,-8.26,13280,0,3.39,910,11391305,376.77,107,2329,13.8,
606,708,3.05,26.57,396.55,3.96,10.2,11153.37,-209.33,694.97,0.14,-8.19,12934,0,3.33,882,11391400,349.67,106,2322,14.29,
607,682,2.98,25.75,396.44,3.96,10.2,10985.79,-216.27,695.63,0.15,-8.13,12618,0,3.27,856,11391491,324,106,2314,14.77,
608,658,2.85,24.58,396.33,3.96,10.2,10827.58,-246.65,696.26,0.15,-8.07,12334,0,3.23,832,11391577,300.06,105,2307,15.23,
609,634,2.74,23.64,396.22,3.96,10.19,10671.57,-282.59,696.87,0.16,-8.01,12072,0,3.15,808,11391663,276.76,104,2299,15.71,
610,611,2.64,22.68,396.1,3.96,10.19,10520.35,-312.37,697.46,0.16,-7.96,11830,0,3.04,785,11391746,254.56,104,2292,16.18,
611,589,2.55,21.82,396.01,3.96,10.19,10370.53,-339.04,698.04,0.17,-7.9,11599,0,2.94,762,11391830,232.99,103,2286,16.66,
612,567,2.77,26.31,395.9,3.96,10.19,10229.67,-355.73,698.58,0.17,-7.85,11451,0,2.89,740,11391911,212.67,102,2279,17.13,
613,527,5.05,47.85,395.78,3.96,10.18,10087.93,-368.86,699.1,0.17,-7.8,11255,0,2.84,700,11391994,177.73,101,2270,17.63,
614,468,6.55,62.16,395.67,3.96,10.18,9950.1,-384.68,699.57,0.17,-7.75,10964,0,2.74,640,11392079,127.69,100,2263,18.11,
615,417,4.76,44.7,395.56,3.96,10.18,9817.61,-416.16,699.98,0.18,-7.71,10719,0,2.64,589,11392164,94.6,99,2255,18.58,
616,385,3.28,30.32,395.45,3.96,10.17,9688.5,-441.29,700.36,0.18,-7.68,10552,0,2.57,556,11392248,86.06,99,2248,19.05,
617,354,3.77,34.91,395.34,3.96,10.17,9568.5,-462.22,700.7,0.18,-7.65,10389,0,2.49,524,11392328,89.32,97,2240,19.51,
618,317,4.06,37.33,395.25,3.96,10.17,9449.95,-503.78,701.01,0.18,-7.62,10196,0,2.39,486,11392409,104.32,96,2234,19.98,
619,289,2.71,24.37,395.15,3.96,10.17,9334.05,-540.95,701.28,0.19,-7.59,10040,0,2.3,458,11392491,123.41,96,2227,20.43,
620,277,1.27,11.86,395.04,3.96,10.16,9216.97,-573.28,701.53,0.19,-7.57,9953,0,2.25,444,11392575,136.7,95,2219,20.9,
621,275,0.44,8.09,394.93,3.96,10.16,9095.68,-595.06,701.78,0.19,-7.54,9914,0,2.24,441,11392665,144.85,94,2212,21.39,
622,273,0.71,8.37,394.81,3.96,10.16,8968.51,-610.58,702.02,0.19,-7.52,9872,0,2.23,438,11392761,152.7,94,2203,21.93,
623,269,0.95,9.24,394.68,3.96,10.16,8836.65,-632.27,702.25,0.19,-7.5,9806,0,2.19,432,11392864,161.68,93,2195,22.5,
624,265,0.9,8.95,394.57,3.96,10.15,8700.77,-644.09,702.47,0.19,-7.48,9737,0,2.16,426,11392970,170.78,92,2187,23.11,
625,262,0.71,8.06,394.42,3.96,10.15,8560.39,-656.53,702.69,0.2,-7.46,9674,0,2.14,422,11393082,179.08,91,2176,23.75,
626,262,0.51,7.64,394.27,3.96,10.15,8414.61,-671.56,702.91,0.2,-7.44,9623,0,2.14,420,11393200,186.43,90,2166,24.43,
627,263,0.41,7.7,394.1,3.96,10.14,8262.53,-681.29,703.12,0.2,-7.42,9582,0,2.15,419,11393325,193.28,89,2154,25.17,
628,262,0.8,7.64,393.92,3.96,10.14,8104.27,-680.65,703.32,0.2,-7.4,9510,0,2.14,416,11393456,200.75,87,2142,25.95,
629,258,1.09,8.42,393.73,3.96,10.14,7941.76,-677.57,703.52,0.2,-7.38,9396,0,2.12,411,11393592,208.65,87,2130,26.77,
630,253,1.18,8.73,393.54,3.96,10.13,7776.55,-676.72,703.72,0.2,-7.36,9258,0,2.09,404,11393732,216.57,86,2117,27.62,
631,248,1.07,7.84,393.38,3.96,10.13,7609.08,-677.73,703.9,0.2,-7.34,9122,0,2.06,397,11393875,224.16,85,2107,28.5,
632,246,0.84,6.72,393.17,3.96,10.13,7438.96,-687.16,704.08,0.2,-7.32,9006,0,2.04,393,11394022,231.12,85,2093,29.42,
633,246,0.61,6.39,392.96,3.96,10.13,7265.17,-702.08,704.25,0.21,-7.31,8915,0,2.02,391,11394172,237.48,84,2079,30.38,
634,248,0.49,6.53,392.73,3.95,10.13,7086.6,-703.79,704.42,0.21,-7.29,8840,0,2.02,391,11394328,243.49,83,2064,31.4,
635,250,0.5,6.4,392.49,3.95,10.12,6902.66,-710.8,704.58,0.21,-7.28,8767,0,2.01,391,11394489,249.37,83,2048,32.48,
636,251,0.65,5.92,392.23,3.95,10.12,6713.67,-726.48,704.75,0.21,-7.26,8673,0,2,390,11394656,255.24,82,2031,33.63,
637,251,0.89,5.86,391.96,3.95,10.12,6520.86,-732.37,704.9,0.21,-7.24,8541,0,1.98,387,11394827,261.07,81,2014,34.83,
638,248,1.11,6.49,391.73,3.95,10.12,6325.92,-743.08,705.06,0.21,-7.23,8368,0,1.95,383,11395001,266.77,81,1999,36.08,
639,244,1.18,6.69,391.44,3.94,10.12,6130.12,-750.56,705.21,0.21,-7.22,8171,0,1.92,377,11395176,272.31,80,1980,37.37,
640,241,1.08,5.94,391.14,3.94,10.11,5933.82,-758.63,705.35,0.21,-7.2,7981,0,1.89,372,11395353,277.66,79,1961,38.69,
641,240,0.88,5.13,390.83,3.94,10.11,5736.35,-769.75,705.48,0.21,-7.19,7819,0,1.86,369,11395531,282.83,79,1941,40.07,
642,240,0.69,5.06,390.51,3.94,10.11,5536.45,-771.9,705.61,0.21,-7.18,7686,0,1.84,368,11395712,287.88,78,1920,41.5,
643,242,0.6,5.27,390.16,3.93,10.11,5332.9,-772.2,705.74,0.22,-7.17,7572,0,1.83,367,11395896,292.89,77,1898,43,
644,244,0.63,5.06,389.8,3.93,10.11,5125.21,-783.19,705.87,0.22,-7.15,7456,0,1.82,368,11396086,297.78,77,1875,44.57,
645,246,0.77,4.53,389.5,3.93,10.1,4913.84,-794.47,705.99,0.22,-7.14,7315,0,1.8,367,11396279,302.46,76,1856,46.23,
646,245,0.98,4.5,389.1,3.93,10.1,4700.13,-799.94,706.11,0.22,-7.13,7133,0,1.78,364,11396476,306.79,75,1831,47.95,
647,243,1.14,4.98,388.69,3.92,10.1,4485.67,-806.14,706.22,0.22,-7.12,6914,0,1.74,360,11396673,310.75,75,1805,49.73,
648,240,1.16,4.93,388.26,3.92,10.1,4267.22,-810.53,706.33,0.22,-7.11,6676,0,1.71,356,11396874,314.55,74,1778,51.6,
649,238,1.05,4.26,387.82,3.92,10.09,4057.65,-813.63,706.44,0.22,-7.1,6462,0,1.68,352,11397068,318.17,73,1751,53.44,
650,237,0.88,3.8,387.35,3.91,10.09,3838.96,-814.52,706.54,0.22,-7.09,6269,0,1.65,350,11397270,322.04,73,1723,55.42,
651,238,0.76,3.9,386.87,3.91,10.09,3627.11,-814.59,706.64,0.22,-7.08,6109,0,1.63,350,11397466,325.86,72,1694,57.39,
652,240,0.72,3.95,386.46,3.9,10.09,3408.32,-818.57,706.73,0.22,-7.07,5955,0,1.61,349,11397670,329.77,71,1670,59.49,
653,241,0.79,3.6,385.91,3.9,10.09,3186.82,-820.37,706.83,0.22,-7.06,5791,0,1.6,349,11397876,333.51,71,1638,61.68,
654,242,0.94,3.32,385.35,3.9,10.08,2963.36,-825.59,706.92,0.22,-7.05,5598,0,1.57,348,11398085,336.88,70,1606,63.96,
655,240,1.09,3.61,384.74,3.89,10.08,2739.23,-825.8,707.01,0.23,-7.04,5370,0,1.54,345,11398294,339.81,69,1571,66.31,
656,238,1.16,3.85,384.12,3.88,10.08,2515.58,-827.39,707.09,0.23,-7.04,5122,0,1.51,342,11398504,342.41,68,1537,68.73,
657,236,1.11,3.5,383.45,3.88,10.08,2292.82,-831.46,707.17,0.23,-7.03,4875,0,1.48,338,11398713,344.93,68,1501,71.2,
658,235,1,2.96,382.77,3.87,10.08,2070.5,-835.56,707.25,0.23,-7.02,4650,0,1.45,336,11398921,347.58,67,1464,73.74,
659,235,0.89,2.83,382.19,3.87,10.07,1847.68,-840.17,707.32,0.23,-7.01,4449,0,1.42,335,11399130,350.41,66,1434,76.36,
660,236,0.84,2.87,381.41,3.86,10.07,1623.51,-844.97,707.39,0.23,-7.01,4262,0,1.4,334,11399341,353.35,66,1395,79.07,
661,237,0.87,2.68,380.6,3.85,10.07,1397.71,-849.1,707.46,0.23,-7,4071,0,1.38,334,11399554,356.18,65,1355,81.89,
662,237,0.99,2.53,379.72,3.84,10.07,1170.78,-855.17,707.53,0.23,-6.99,3858,0,1.36,332,11399768,358.67,64,1313,84.79,
663,236,1.12,2.9,378.8,3.84,10.07,943.77,-861.96,707.6,0.23,-6.99,3615,0,1.33,330,11399983,360.71,63,1270,87.78,
664,234,1.2,3.33,377.81,3.83,10.06,717.81,-862.25,707.66,0.23,-6.98,3351,0,1.29,327,11400196,362.38,63,1226,90.85,
665,231,1.19,3.18,376.78,3.82,10.06,493.47,-863.34,707.72,0.23,-6.98,3085,0,1.26,324,11400409,363.91,62,1181,93.97,
666,230,1.11,2.59,375.91,3.81,10.06,270.55,-867.49,707.78,0.23,-6.97,2834,0,1.23,321,11400620,365.56,61,1145,97.16,
667,229,1.01,2.13,374.74,3.8,10.06,48.27,-871.94,707.84,0.23,-6.97,2605,0,1.2,319,11400831,367.43,60,1097,100.43,
